PubId,visit_date,Unique_Visitors,Visits,New_Visits,Avg_Duration,Pages_Visits,Bounce_Rate,Seller_Clicks,Searches
357776,20140112,59,59,42,0:04:32,2.98,20.34%,34,2
304,20131211,56,59,29,0:04:54,4.32,25.42%,27,10
304,20131215,56,61,24,0:02:43,2.8,44.26%,15,12
354283,20131224,56,66,42,0:04:55,4.08,22.73%,24,12
356332,20131213,56,59,20,0:05:07,4.61,20.34%,20,10
356900,20131230,56,59,49,0:02:11,1.24,49.15%,15,0
356900,20140104,56,56,49,0:02:57,1.27,51.79%,12,2
356900,20140111,56,56,49,0:01:23,1.45,66.07%,15,2
356900,20140112,56,56,49,0:06:43,1.54,57.14%,10,0
357373,20131202,56,56,51,0:01:28,1.36,78.57%,5,0
304,20131209,54,61,32,0:03:02,2.52,32.79%,24,0
354283,20131225,54,59,34,0:05:59,6.15,8.47%,15,5
354283,20140115,54,61,32,0:06:26,4.62,32.79%,20,15
356896,20131229,54,59,51,0:02:10,1.46,54.24%,15,0
356900,20131219,54,59,51,0:01:16,1.29,57.63%,12,2
356900,20131223,54,56,42,0:00:20,1.14,60.71%,12,2
356900,20131224,54,54,47,0:01:02,1.63,44.44%,10,2
356900,20140110,54,54,44,0:01:19,1.5,40.74%,15,7
356900,20140113,54,54,47,0:02:43,1.85,68.52%,12,2
356900,20140114,54,64,49,0:00:22,1.11,76.56%,10,0
357776,20131213,54,56,47,0:03:09,2.89,26.79%,32,2
357776,20131215,54,54,39,0:02:19,3.31,22.22%,24,2
358075,20131229,54,54,47,0:00:58,1.41,62.96%,10,0
304,20131204,51,51,20,0:05:05,3.71,33.33%,15,7
304,20131214,51,56,15,0:04:35,5.95,39.29%,24,7
304,20131224,51,54,29,0:02:38,3.59,40.74%,15,5
354283,20131221,51,59,39,0:07:37,5.24,20.34%,15,2
356904,20140112,51,51,44,0:02:50,2.69,56.86%,17,7
357373,20131204,51,51,44,0:00:37,2.02,72.55%,2,0
357776,20131206,51,51,37,0:01:55,2.06,3.92%,37,2
357776,20131224,51,51,29,0:02:37,2.31,9.80%,37,0
358075,20131225,51,51,47,0:01:10,1.96,47.06%,20,0
358075,20131227,51,51,47,0:04:00,2.88,56.86%,5,2
304,20131205,49,51,17,0:01:53,3.27,43.14%,15,10
304,20131213,49,54,20,0:05:26,8.11,40.74%,29,5
304,20140109,49,54,29,0:01:17,2.13,37.04%,12,7
354283,20131231,49,56,29,0:03:30,3.2,35.71%,17,7
354283,20140113,49,54,37,0:03:00,3.17,44.44%,12,2
356900,20131216,49,49,39,0:01:36,1.9,55.10%,15,5
356900,20140108,49,49,47,0:00:27,1.2,65.31%,12,0
356904,20140104,49,49,42,0:01:21,1.69,44.90%,20,5
356904,20140114,49,51,44,0:00:35,1.39,56.86%,5,2
357373,20131206,49,49,47,0:00:01,1.1,89.80%,0,0
358094,20131226,49,51,47,0:01:56,3.02,66.67%,7,0
304,20131208,47,47,20,0:02:38,4.43,25.53%,22,7
304,20131216,47,47,24,0:04:40,6.77,42.55%,15,7
304,20140101,47,49,20,0:05:37,3.76,34.69%,12,15
354283,20140111,47,51,29,0:06:17,4.71,43.14%,15,15
357294,20131202,47,47,27,0:05:30,2.66,36.17%,22,2
357776,20131207,47,49,39,0:03:45,2.1,24.49%,22,5
357776,20131223,47,51,34,0:02:13,1.73,33.33%,29,0
358075,20140102,47,47,44,0:02:16,3.17,57.45%,12,0
358094,20131229,47,47,44,0:02:32,2.77,46.81%,12,0
304,20131222,44,56,24,0:04:34,4.89,35.71%,17,10
304,20131229,44,51,17,0:05:23,2.98,33.33%,22,12
304,20131230,44,44,22,0:04:17,5.8,27.27%,15,7
356332,20131214,44,49,27,0:04:40,3.59,14.29%,12,2
356900,20131215,44,47,39,0:01:39,1.77,31.91%,27,7
356900,20131221,44,44,32,0:00:57,2.34,77.27%,7,5
357776,20131205,44,44,34,0:04:24,2.11,15.91%,29,0
357776,20131227,44,51,29,0:01:34,2.35,43.14%,22,0
304,20131219,42,47,27,0:03:45,4.32,25.53%,17,10
304,20140105,42,44,20,0:05:11,5.61,45.45%,15,10
304,20140106,42,49,24,0:02:14,3.35,30.61%,22,2
356896,20140101,42,42,39,0:00:57,1.52,64.29%,12,2
356896,20140105,42,42,42,0:00:27,1.93,57.14%,7,2
357373,20131205,42,42,42,0:00:10,1.52,88.10%,0,0
357776,20131231,42,42,32,0:13:41,3.45,35.71%,22,5
358075,20131230,42,42,37,0:00:54,2.38,52.38%,7,0
358075,20140111,42,42,34,0:00:27,1.45,76.19%,7,0
304,20131226,39,39,20,0:12:49,5.28,25.64%,22,10
354283,20140114,39,49,24,0:04:19,3.14,20.41%,15,2
356332,20131215,39,39,12,0:14:02,13.08,0.00%,22,10
356895,20131222,39,39,37,0:00:36,1.56,74.36%,2,0
356895,20140104,39,39,39,0:00:57,1.08,74.36%,0,0
356900,20131231,39,39,34,0:01:25,1.77,38.46%,10,2
356900,20140106,39,39,37,0:02:00,1.51,30.77%,10,0
357392,20140112,39,42,0,0:03:24,3.86,16.67%,17,2
357776,20131225,39,42,24,0:01:41,2.57,35.71%,17,2
357776,20131228,39,39,32,0:01:56,1.69,30.77%,10,7
358075,20131231,39,39,39,0:01:42,1.82,61.54%,10,0
304,20131217,37,37,15,0:05:44,5.49,32.43%,15,10
304,20140103,37,37,22,0:06:07,2.05,40.54%,12,5
356896,20140104,37,37,34,0:00:11,1,78.38%,7,0
357296,20140103,37,37,32,0:00:50,1.59,64.86%,7,0
357638,20131212,37,44,29,0:02:59,3.61,27.27%,20,10
358015,20131214,37,37,37,0:00:00,1,100.00%,0,0
358075,20131218,37,37,37,0:00:38,1.92,86.49%,5,0
358075,20140105,37,37,37,0:01:22,2.24,45.95%,7,0
358075,20140106,37,37,32,0:01:00,1.19,72.97%,10,0
358075,20140115,37,37,37,0:00:09,1.19,86.49%,0,0
2316,20131202,34,34,24,0:00:29,1.24,64.71%,12,2
304,20140102,34,37,10,0:11:07,3.92,32.43%,12,2
304,20140114,34,34,17,0:09:38,6.21,14.71%,20,15
356895,20140101,34,34,34,0:00:28,1.09,85.29%,0,0
356896,20131212,34,34,32,0:02:59,1.59,44.12%,17,2
356896,20140109,34,34,32,0:02:28,1.74,70.59%,5,0
356898,20131229,34,34,34,0:00:52,3.32,64.71%,7,2
356900,20140105,34,34,34,0:02:35,1.5,64.71%,7,2
356900,20140115,34,34,32,0:00:41,1.38,44.12%,7,0
357295,20131214,34,34,34,0:00:00,1,100.00%,0,0
357392,20140114,34,34,10,0:04:37,1.88,35.29%,10,2
357638,20131209,34,34,34,0:03:24,5.18,20.59%,15,5
357638,20131211,34,34,27,0:01:24,3.32,29.41%,10,2
358012,20131214,34,37,32,0:00:46,2.05,78.38%,5,2
358019,20131214,34,34,34,0:00:00,1,100.00%,0,0
358024,20131214,34,34,32,0:00:00,1,100.00%,0,0
358075,20131228,34,34,32,0:02:43,3.24,35.29%,12,2
358075,20140104,34,34,29,0:01:45,1.79,50.00%,7,0
358075,20140114,34,34,32,0:00:19,1.15,79.41%,2,0
304,20131221,32,32,10,0:10:18,5.5,15.62%,20,5
304,20131227,32,34,15,0:03:24,2.59,29.41%,5,5
304,20140108,32,32,15,0:11:39,13.62,21.88%,17,10
304,20140110,32,37,5,0:20:40,3.38,13.51%,17,7
304,20140115,32,34,20,0:05:41,2.88,14.71%,10,7
356896,20131213,32,32,29,0:00:51,1.75,62.50%,10,2
356896,20131230,32,32,29,0:03:14,1.22,53.12%,10,2
356896,20140103,32,32,29,0:02:54,3.97,53.12%,12,0
356898,20140101,32,32,32,0:02:24,1.84,68.75%,2,7
357296,20131208,32,32,27,0:02:48,4.66,31.25%,10,0
357296,20131210,32,32,29,0:02:00,1.91,46.88%,15,0
357296,20140101,32,32,27,0:01:39,2.59,62.50%,2,0
357392,20140110,32,34,5,0:04:17,2.88,5.88%,15,5
358075,20131224,32,32,27,0:03:32,3.28,46.88%,10,2
358094,20131230,32,32,32,0:01:47,1.69,53.12%,0,0
304,20131223,29,32,17,0:04:56,2.53,21.88%,2,2
356895,20140109,29,29,29,0:00:00,1,100.00%,0,0
356896,20131228,29,29,27,0:02:38,2.21,41.38%,10,2
356896,20131231,29,29,29,0:01:38,1.86,58.62%,10,0
356897,20140104,29,29,24,0:00:29,1.17,51.72%,5,0
357093,20131202,29,29,12,0:04:01,5.48,6.90%,5,15
357296,20131201,29,29,20,0:02:15,4.07,34.48%,15,7
357296,20131204,29,29,20,0:01:52,4.9,6.90%,7,2
357392,20140103,29,29,2,0:01:07,1.34,51.72%,10,0
357638,20131214,29,34,20,0:00:40,1.94,50.00%,12,5
357776,20131202,29,29,20,0:01:50,1.62,24.14%,17,0
357776,20131203,29,32,22,0:03:25,4.06,37.50%,12,0
357797,20140112,29,29,24,0:00:00,1,100.00%,0,0
358012,20140101,29,39,24,0:01:48,1.69,56.41%,15,0
358075,20131201,29,32,24,0:04:02,7.19,15.62%,10,2
358075,20131219,29,29,29,0:01:51,2.79,41.38%,5,2
358094,20131223,29,29,27,0:00:18,1.62,75.86%,0,0
358214,20131202,29,29,27,0:02:16,2.28,41.38%,12,5
2941,20131204,27,27,24,0:01:18,1.37,55.56%,10,0
304,20131206,27,29,12,0:17:10,13.86,17.24%,15,7
304,20131225,27,29,12,0:01:33,2.62,51.72%,5,5
304,20131228,27,29,12,0:04:47,3.03,51.72%,5,5
304,20140113,27,27,12,0:12:41,4,25.93%,5,2
356895,20131207,27,27,24,0:00:20,1.19,62.96%,5,0
356895,20131221,27,27,27,0:00:04,1,81.48%,2,0
356895,20140105,27,27,24,0:00:19,1.07,62.96%,2,0
356896,20131224,27,29,24,0:01:28,1.28,41.38%,15,0
356896,20131226,27,27,22,0:02:46,3.19,37.04%,7,2
356898,20131217,27,27,22,0:00:46,3,81.48%,0,2
357296,20131211,27,27,22,0:01:05,2.81,62.96%,7,0
357392,20131212,27,27,10,0:08:49,3.07,18.52%,12,2
357638,20131207,27,27,22,0:02:00,2.56,25.93%,12,5
357638,20131215,27,27,20,0:01:14,3.81,37.04%,5,0
357776,20131226,27,29,22,0:02:00,1.76,24.14%,17,0
357776,20131230,27,29,12,0:02:42,2.79,24.14%,10,0
358012,20131231,27,32,20,0:02:50,1.84,46.88%,12,0
358012,20140103,27,29,24,0:06:12,3.97,17.24%,17,0
358024,20131210,27,27,17,0:05:43,5.19,18.52%,17,5
358075,20131217,27,27,27,0:01:03,2.44,74.07%,2,0
358075,20140107,27,27,24,0:01:22,2.56,74.07%,5,2
358075,20140108,27,27,27,0:00:33,1.26,81.48%,2,0
358214,20131205,27,27,20,0:01:36,2.44,62.96%,7,0
386,20140102,27,27,10,0:11:30,5.81,0.00%,15,5
304,20131231,24,24,12,0:02:26,4.17,41.67%,7,0
304,20140107,24,29,12,0:02:26,3.55,34.48%,7,2
356895,20131211,24,24,20,0:01:15,1.96,70.83%,5,0
356895,20131231,24,24,24,0:00:13,2.33,83.33%,0,0
356895,20140114,24,24,22,0:00:16,1.12,91.67%,2,0
356896,20131201,24,24,24,0:01:01,1.33,62.50%,5,2
356896,20140102,24,24,22,0:03:40,2.54,62.50%,10,0
356896,20140111,24,24,24,0:00:43,1,50.00%,7,0
356897,20140103,24,24,22,0:00:32,1.62,41.67%,5,0
356898,20131208,24,27,24,0:00:56,3.19,74.07%,2,2
356898,20131222,24,24,24,0:00:00,1,100.00%,0,0
357296,20131203,24,24,17,0:02:14,2.12,50.00%,10,0
357296,20131209,24,24,17,0:02:26,2.04,20.83%,17,0
357296,20140104,24,24,24,0:01:10,2.12,62.50%,5,2
357296,20140105,24,24,20,0:02:54,4.58,41.67%,10,0
357373,20131217,24,24,22,0:00:18,1.12,83.33%,0,0
357392,20131208,24,24,5,0:04:39,2.96,50.00%,10,0
357392,20140107,24,24,0,0:04:54,3.46,8.33%,15,0
357392,20140111,24,24,5,0:06:22,5.83,8.33%,20,0
357638,20131202,24,24,22,0:02:56,3.67,41.67%,5,2
357638,20131204,24,24,20,0:00:47,1.96,41.67%,10,5
357638,20131205,24,24,17,0:00:45,3.04,41.67%,5,0
357638,20131208,24,24,22,0:00:47,2.25,62.50%,5,0
357638,20131210,24,27,20,0:03:06,2.19,25.93%,12,10
357638,20131213,24,27,22,0:00:57,1.74,44.44%,5,5
357638,20131223,24,24,20,0:01:20,2.12,20.83%,10,0
357638,20140104,24,24,15,0:01:44,3.04,20.83%,12,2
357639,20131225,24,24,22,0:03:29,4.71,8.33%,12,2
357776,20131204,24,24,22,0:04:39,4.79,29.17%,12,0
358024,20131211,24,24,20,0:03:16,3.25,8.33%,12,0
358075,20131223,24,24,22,0:00:00,1,100.00%,0,0
358075,20140101,24,24,24,0:01:56,1.83,62.50%,2,2
358094,20131220,24,24,22,0:00:19,1.21,70.83%,2,0
358214,20131204,24,27,22,0:04:53,5.89,37.04%,15,7
358214,20131207,24,24,22,0:02:10,2.96,8.33%,7,5
2941,20131206,22,22,20,0:05:25,3,22.73%,12,2
2941,20131207,22,24,20,0:00:47,2.04,20.83%,7,0
356332,20131216,22,22,15,0:07:03,5.91,9.09%,10,0
356895,20131202,22,22,22,0:01:56,2.91,68.18%,5,0
356895,20131203,22,22,22,0:00:06,1.45,68.18%,2,0
356895,20131227,22,22,22,0:00:18,1.68,54.55%,2,0
356895,20131228,22,22,22,0:00:41,1.32,54.55%,5,0
356896,20131205,22,22,17,0:00:58,1.23,54.55%,10,0
356896,20131223,22,22,20,0:00:51,1.77,45.45%,2,2
356896,20140114,22,22,22,0:00:28,1.32,45.45%,2,0
356897,20131213,22,22,20,0:03:06,1.32,77.27%,0,0
356897,20131231,22,22,20,0:00:25,1.09,90.91%,0,0
356897,20140109,22,22,20,0:00:16,1.45,77.27%,0,0
356898,20131225,22,22,22,0:00:17,1.32,68.18%,5,2
356898,20131231,22,22,17,0:12:56,1.55,54.55%,2,2
357093,20131210,22,22,12,0:05:38,9,9.09%,7,2
357295,20140108,22,22,22,0:00:00,1,100.00%,0,0
357373,20131201,22,22,22,0:00:03,1.09,90.91%,0,2
357392,20131201,22,24,5,0:04:09,2.33,0.00%,10,5
357392,20131207,22,27,2,0:07:03,2.56,0.00%,22,0
357392,20131210,22,24,2,0:07:26,2.75,29.17%,12,2
357392,20140104,22,22,5,0:08:01,2.32,9.09%,15,0
357392,20140105,22,22,2,0:02:16,3.68,0.00%,12,0
357392,20140113,22,22,2,0:05:35,1.77,31.82%,15,0
357392,20140115,22,24,2,0:02:05,1.96,8.33%,20,2
357636,20131202,22,22,20,0:05:10,2.68,31.82%,15,5
357638,20131201,22,22,12,0:02:09,4,22.73%,7,5
357638,20131203,22,22,12,0:01:51,2,45.45%,7,2
357736,20140104,22,24,7,0:00:27,1.21,91.67%,0,0
357736,20140114,22,22,17,0:05:28,2.55,45.45%,0,0
357776,20131201,22,22,7,0:00:51,2.45,22.73%,7,5
358012,20131230,22,27,15,0:00:43,1.19,55.56%,10,0
358020,20131214,22,22,22,0:00:00,1,100.00%,0,0
358075,20131206,22,22,20,0:00:38,2.55,31.82%,7,0
358075,20131220,22,22,15,0:00:05,1.09,90.91%,0,0
358075,20140103,22,22,20,0:01:46,3.32,54.55%,5,0
358075,20140110,22,22,22,0:00:53,1.55,54.55%,5,0
358075,20140113,22,22,17,0:00:06,1.09,77.27%,2,0
358094,20131227,22,27,22,0:01:18,1.81,74.07%,0,0
358214,20131209,22,22,20,0:03:53,3.91,22.73%,5,2
2941,20131202,20,22,17,0:02:57,2.23,54.55%,0,2
2941,20131203,20,20,12,0:03:16,1.7,75.00%,2,0
304,20140111,20,29,7,0:03:02,4.31,58.62%,10,5
304,20140112,20,22,10,0:07:14,7.68,9.09%,7,0
356895,20131204,20,20,20,0:00:03,1,85.00%,2,0
356895,20131208,20,20,20,0:01:30,3.2,25.00%,10,2
356895,20131210,20,20,20,0:02:46,2.2,60.00%,5,0
356895,20131229,20,22,20,0:00:42,2.23,31.82%,2,2
356895,20140103,20,20,17,0:00:19,1,85.00%,2,0
356895,20140107,20,20,20,0:00:00,1,85.00%,0,0
356895,20140110,20,20,20,0:00:55,4.15,85.00%,0,0
356896,20131215,20,20,20,0:02:14,1.45,25.00%,12,2
356896,20131217,20,20,17,0:01:58,1.45,35.00%,5,2
356896,20131222,20,22,17,0:00:31,1.23,77.27%,2,0
356896,20131227,20,20,17,0:00:46,1.85,35.00%,5,2
356896,20140112,20,20,17,0:03:31,2.95,25.00%,12,0
356897,20140108,20,20,20,0:00:47,2.35,75.00%,0,0
356898,20131218,20,20,20,0:00:09,1.2,60.00%,2,0
356898,20140103,20,20,20,0:01:28,2.35,60.00%,2,0
356900,20131220,20,22,17,0:00:00,1,100.00%,0,0
357296,20131202,20,20,7,0:01:41,1.85,35.00%,5,0
357296,20140108,20,20,17,0:00:30,1.35,25.00%,15,0
357392,20131205,20,20,0,0:04:09,5.4,35.00%,10,2
357392,20131217,20,20,0,0:08:45,3.65,0.00%,15,0
357392,20140108,20,22,2,0:04:12,2.32,9.09%,10,2
357638,20131216,20,22,12,0:02:18,2.23,54.55%,5,5
357638,20131222,20,20,17,0:01:19,4.4,35.00%,5,2
357639,20140102,20,20,12,0:06:29,5.4,10.00%,15,2
357736,20140101,20,22,12,0:04:46,3.91,31.82%,0,0
357797,20140107,20,20,17,0:00:07,1.35,60.00%,5,0
358012,20140104,20,20,12,0:02:04,2.55,25.00%,15,2
358022,20140110,20,20,17,0:01:32,2.1,75.00%,0,0
358075,20131203,20,20,17,0:01:27,2.35,25.00%,7,0
358075,20140109,20,20,17,0:00:44,1.2,75.00%,0,0
358075,20140112,20,20,20,0:01:01,1.45,50.00%,7,0
358214,20131208,20,20,17,0:02:43,4.3,25.00%,7,2
2316,20131201,17,17,12,0:06:41,5.35,41.18%,5,5
2316,20131218,17,17,7,0:04:45,2.47,29.41%,7,7
2941,20131205,17,17,17,0:02:06,1.41,58.82%,5,2
2941,20131209,17,17,12,0:00:53,1.71,70.59%,5,0
2941,20131226,17,17,15,0:02:13,3.18,29.41%,7,5
304,20131220,17,20,12,0:07:07,6.6,35.00%,5,7
304,20140104,17,17,10,0:02:16,3.18,41.18%,5,2
356332,20131218,17,17,17,0:06:02,5.06,11.76%,5,0
356895,20131205,17,17,17,0:00:18,1.18,70.59%,0,0
356895,20131218,17,17,17,0:00:20,1.59,70.59%,0,2
356895,20131226,17,20,17,0:05:57,2.35,60.00%,2,0
356895,20140102,17,17,17,0:00:10,1,41.18%,5,0
356896,20131206,17,17,12,0:00:47,1.71,29.41%,5,2
356896,20131208,17,17,15,0:02:52,4.88,41.18%,5,0
356896,20131225,17,17,17,0:01:18,1,41.18%,10,0
356896,20140107,17,17,12,0:01:09,1.41,70.59%,5,0
356897,20131217,17,17,15,0:01:42,3.29,70.59%,5,0
356897,20131226,17,17,17,0:00:14,1.29,58.82%,2,2
356897,20140107,17,17,17,0:01:29,2.29,41.18%,5,0
356898,20131207,17,17,17,0:00:27,1.29,58.82%,5,0
356898,20131213,17,17,15,0:00:13,1.59,29.41%,0,2
356898,20131221,17,17,17,0:00:32,1.41,88.24%,2,2
356898,20131226,17,17,17,0:02:00,2.29,58.82%,5,2
356898,20131230,17,17,17,0:00:54,1.18,58.82%,5,0
356898,20140104,17,17,17,0:13:01,11.94,70.59%,0,5
356898,20140110,17,17,15,0:00:08,1.71,70.59%,0,2
356898,20140113,17,17,15,0:00:06,1,88.24%,0,0
357093,20131209,17,17,2,0:04:54,6.76,29.41%,5,5
357093,20131218,17,22,17,0:04:07,8.14,9.09%,5,12
357296,20131205,17,17,12,0:02:34,2.76,29.41%,7,0
357296,20131212,17,17,12,0:07:26,2.18,41.18%,7,2
357296,20131214,17,17,10,0:02:03,1.88,58.82%,7,2
357296,20131215,17,17,12,0:00:24,1.59,58.82%,5,0
357296,20140106,17,17,17,0:02:27,2,58.82%,7,0
357296,20140109,17,17,17,0:01:34,2.29,29.41%,7,0
357373,20131207,17,17,12,0:02:17,2.18,88.24%,2,0
357392,20131202,17,17,0,0:02:56,1.59,29.41%,10,0
357392,20131211,17,20,7,0:05:58,2.7,0.00%,12,0
357392,20131216,17,20,2,0:03:23,1.95,10.00%,10,0
357636,20131201,17,17,17,0:02:32,3.59,29.41%,7,2
357636,20131204,17,17,10,0:01:28,2.29,29.41%,5,7
357636,20131208,17,17,15,0:02:40,1.88,41.18%,7,0
357637,20140104,17,17,12,0:01:55,3.29,29.41%,5,5
357637,20140114,17,17,15,0:00:32,1.41,58.82%,2,0
357638,20131206,17,17,7,0:03:44,5.35,29.41%,2,2
357638,20131218,17,17,17,0:00:56,2.59,58.82%,2,2
357638,20131225,17,17,10,0:06:06,7.06,29.41%,7,0
357638,20131226,17,17,10,0:02:18,2.29,11.76%,7,2
357638,20131229,17,17,12,0:03:35,3.18,29.41%,5,2
357638,20140108,17,17,15,0:20:10,3.18,11.76%,5,2
357638,20140110,17,17,12,0:02:26,2.18,11.76%,10,2
357639,20131213,17,17,17,0:03:49,3.88,29.41%,10,2
357639,20131223,17,17,12,0:01:09,2.47,41.18%,2,2
357639,20131226,17,17,15,0:02:45,6.47,11.76%,10,0
357639,20131228,17,20,17,0:02:56,5.25,35.00%,10,0
357639,20140111,17,17,17,0:02:11,4.59,41.18%,7,2
357736,20140105,17,27,12,0:02:06,5.7,55.56%,0,0
357780,20131221,17,17,15,0:00:39,1.88,29.41%,2,2
357780,20131229,17,17,17,0:03:20,2.29,58.82%,5,0
357780,20140102,17,17,15,0:10:36,1.29,41.18%,10,0
357797,20131201,17,17,15,0:00:11,1.18,70.59%,2,0
357797,20140103,17,17,12,0:00:10,1,58.82%,2,0
357797,20140104,17,17,15,0:00:55,1.41,58.82%,5,0
358013,20140104,17,17,15,0:00:31,1.59,29.41%,10,2
358016,20131214,17,17,17,0:00:00,1,100.00%,0,0
358017,20140115,17,17,15,0:01:54,1.71,29.41%,10,0
358020,20131201,17,17,17,0:00:06,1.18,88.24%,0,0
358027,20131219,17,17,17,0:00:09,1,58.82%,7,0
358075,20131221,17,17,12,0:01:43,2.76,88.24%,0,0
358094,20131222,17,17,10,0:00:51,1.29,58.82%,0,0
358214,20131206,17,20,7,0:01:09,2.7,10.00%,10,0
2316,20131205,15,15,15,0:00:54,1.33,66.67%,2,0
2316,20131212,15,15,10,0:01:32,1.93,66.67%,5,0
2941,20131208,15,15,10,0:00:43,2.13,33.33%,2,2
2941,20131210,15,15,12,0:00:08,1.13,66.67%,2,0
2941,20131216,15,15,15,0:04:30,1.47,13.33%,7,0
2941,20131217,15,15,10,0:01:37,2.93,66.67%,5,0
2941,20131218,15,17,7,0:02:02,3.88,29.41%,5,5
2941,20131219,15,15,12,0:01:28,2.13,33.33%,5,2
2941,20140114,15,15,10,0:05:12,2.47,33.33%,7,0
356332,20131204,15,20,7,0:04:13,4.05,10.00%,10,5
356332,20131217,15,15,10,0:06:05,2.93,33.33%,7,0
356895,20131212,15,15,15,0:00:14,1.8,66.67%,0,0
356895,20131214,15,15,12,0:00:06,1.13,66.67%,2,0
356895,20131215,15,15,12,0:00:07,1,66.67%,0,0
356895,20131217,15,15,12,0:00:12,1.6,66.67%,0,2
356895,20131223,15,15,15,0:00:00,0.8,66.67%,0,0
356895,20140106,15,15,15,0:00:00,1,80.00%,0,0
356895,20140108,15,15,15,0:00:00,1,80.00%,0,0
356895,20140112,15,15,15,0:00:00,1,100.00%,0,0
356895,20140113,15,15,15,0:00:00,1,80.00%,0,0
356896,20131207,15,15,15,0:01:03,1.6,46.67%,0,5
356896,20140110,15,15,12,0:00:14,1,46.67%,2,0
356897,20131201,15,15,15,0:05:53,2.27,66.67%,2,2
356897,20131202,15,15,15,0:00:13,1.47,33.33%,2,0
356897,20131221,15,15,15,0:00:00,1,100.00%,0,0
356897,20131222,15,15,15,0:00:06,1.13,80.00%,0,0
356897,20140110,15,15,15,0:01:13,2.93,46.67%,2,0
356898,20131201,15,15,12,0:01:07,2.27,46.67%,0,2
356898,20131203,15,15,15,0:00:42,1.33,80.00%,2,0
356898,20131204,15,15,15,0:00:18,1,66.67%,2,0
356898,20131209,15,15,15,0:00:00,1,80.00%,0,0
356898,20131215,15,15,7,0:01:58,1.47,13.33%,10,2
356898,20131220,15,15,15,0:00:09,1.13,80.00%,0,2
356898,20140102,15,15,12,0:01:51,1.13,80.00%,0,2
356898,20140106,15,15,15,0:00:30,1,66.67%,2,0
357093,20131212,15,17,7,0:09:26,9.94,0.00%,7,12
357093,20140115,15,17,5,0:08:10,13.24,0.00%,7,7
357296,20140110,15,15,12,0:03:56,4.87,33.33%,10,0
357373,20131210,15,15,15,0:00:14,1.13,80.00%,0,0
357392,20131203,15,15,5,0:07:06,3.4,33.33%,5,0
357392,20131215,15,15,0,0:02:25,1.6,33.33%,7,2
357392,20131219,15,15,2,0:05:57,2.27,46.67%,5,0
357392,20131227,15,15,0,0:01:16,1,46.67%,7,0
357392,20131230,15,15,2,0:01:32,2.13,46.67%,5,0
357392,20131231,15,15,0,0:01:51,1.6,46.67%,5,0
357392,20140106,15,17,0,0:00:40,1.41,58.82%,5,2
357636,20131213,15,15,12,0:01:36,1.33,66.67%,2,2
357636,20131215,15,15,12,0:01:58,1.8,33.33%,2,2
357637,20140112,15,15,5,0:01:56,1.13,80.00%,0,0
357639,20131214,15,15,10,0:01:08,3.4,13.33%,7,2
357639,20131218,15,17,10,0:04:46,4.18,0.00%,12,0
357639,20131229,15,15,12,0:00:37,1.8,33.33%,5,0
357736,20140109,15,22,12,0:02:06,2.68,54.55%,0,0
357779,20140103,15,15,12,0:00:07,1.33,66.67%,2,0
357795,20140114,15,15,15,0:00:14,1.33,80.00%,0,2
357796,20131231,15,15,12,0:00:02,1,80.00%,2,0
357797,20131227,15,15,15,0:00:00,1,100.00%,0,0
357797,20131230,15,15,15,0:00:20,1,66.67%,5,0
357797,20140111,15,15,12,0:01:00,1.8,66.67%,0,2
357797,20140113,15,15,7,0:01:07,1.33,66.67%,0,0
358012,20131215,15,15,15,0:00:08,1,80.00%,2,0
358012,20131216,15,15,15,0:06:40,2.27,33.33%,10,0
358012,20140102,15,15,10,0:16:27,4.27,33.33%,10,0
358012,20140105,15,22,10,0:01:27,1.55,68.18%,0,0
358013,20131210,15,15,12,0:00:00,1,100.00%,0,0
358026,20140101,15,15,7,0:02:15,1.8,33.33%,7,0
358026,20140103,15,15,15,0:05:36,5.2,0.00%,10,2
358075,20131202,15,15,15,0:02:38,2.27,0.00%,10,0
358075,20131211,15,15,10,0:03:59,4.87,13.33%,10,2
358075,20131213,15,15,12,0:01:14,3.13,46.67%,2,0
358094,20131224,15,15,12,0:02:26,1.47,66.67%,0,0
358094,20131228,15,15,12,0:01:37,2.13,66.67%,2,0
386,20140113,15,15,5,0:08:52,11.13,0.00%,7,7
2316,20131216,12,12,7,0:00:29,1,58.33%,5,0
2316,20131217,12,12,7,0:00:09,1.42,83.33%,0,0
2941,20131211,12,12,10,0:00:00,1,100.00%,0,0
2941,20131212,12,12,12,0:01:34,2,83.33%,2,2
2941,20131225,12,12,10,0:00:10,1.25,58.33%,0,0
2941,20131229,12,12,7,0:03:53,1.83,58.33%,2,2
2941,20131230,12,15,2,0:00:45,1.13,80.00%,0,0
2941,20140102,12,12,7,0:01:43,2.25,58.33%,2,2
2941,20140107,12,12,7,0:00:23,1.25,83.33%,0,0
356895,20131206,12,12,12,0:00:44,1.25,16.67%,5,2
356895,20131220,12,12,12,0:00:16,1.25,83.33%,0,0
356895,20140115,12,12,12,0:00:10,1.25,83.33%,0,0
356896,20131209,12,12,12,0:02:32,1.25,58.33%,2,0
356896,20131219,12,12,12,0:01:19,1,58.33%,5,0
356896,20131220,12,12,12,0:01:01,1,58.33%,5,0
356896,20131221,12,12,12,0:02:12,2.42,41.67%,7,0
