PubId,PubName,PubGroupId,PubGroupName
1606,lsiusedcar,8,Looksmart
1611,inktomi review,7,Inktomi US
50484,wingover,390,Affiliates
50501,Ndoki,390,Affiliates
50503,bmloho,390,Affiliates
1645,advertising.com mortgage ad,292,Advertising.com Banners
1704,fw flower,5,Findwhat
50521,Wellingtons,390,Affiliates
50525,tomkoh,390,Affiliates
50526,TMCNEW,390,Affiliates
50532,kneeland,390,Affiliates
50535,mikeamin,390,Affiliates
50537,180solutions,390,Affiliates
50542,jcaviani,390,Affiliates
50546,alfmiser,390,Affiliates
50547,soprano743,390,Affiliates
50551,kilima1,390,Affiliates
50552,eddaniels,390,Affiliates
1750,opera mort ad,127,Unclassified Banner Pubs
1760,ink flower,7,Inktomi US
1770,lsd calibex,8,Looksmart
1771,whenu mort ad,527,Whenu Banners
50563,BUY IN AMERICA,390,Affiliates
50567,dealcrawler,390,Affiliates
1790,fast flower,4,Fast
1805,ggsi sport,6,Google US
1810,gotoi autoins,2,Yahoo US
1825,avrealtor,3,Altavista
1870,fw usedcar,5,Findwhat
50607,isitpete,390,Affiliates
50608,charlton123,390,Affiliates
50614,onekind,390,Affiliates
50615,hantla,390,Affiliates
50621,delta,390,Affiliates
1886,underground mort ad,127,Unclassified Banner Pubs
50644,arty,390,Affiliates
1904,weatherbug mort ad,523,Weatherbug Banners
1924,netster mort ad,313,United Online Banners
50665,wrrock,390,Affiliates
50669,rockdwellers,390,Affiliates
50672,kurtteej,390,Affiliates
50677,fcedano,390,Affiliates
1960,latimes mort ad,127,Unclassified Banner Pubs
50684,syzygy,390,Affiliates
50686,bwall,390,Affiliates
50689,mrwizard283,390,Affiliates
50691,RonGInloesSr,390,Affiliates
50694,Dealsonic,390,Affiliates
50696,conceptguides,390,Affiliates
50699,myeweb,390,Affiliates
50701,workm2,390,Affiliates
2001,specificclick mort ad,127,Unclassified Banner Pubs
50708,ovarus,390,Affiliates
2009,goto lifeins,2,Yahoo US
2011,fast lifeins,4,Fast
2018,inkbooks,7,Inktomi US
2023,lsivideos,8,Looksmart
50711,stepherson,390,Affiliates
50713,churchrichdale,390,Affiliates
50716,Trejas,390,Affiliates
50718,fukuda1,390,Affiliates
50722,Dan6971,390,Affiliates
50723,hermes3,390,Affiliates
2028,gatorhg,83,Gator Banners
2052,fast nontech,4,Fast
2057,avcollect,3,Altavista
2065,fast air,4,Fast
50741,hellfirepc,390,Affiliates
50743,steamsaun.com,390,Affiliates
50746,nexan,390,Affiliates
50748,PlasmaGuru,390,Affiliates
50752,after image,390,Affiliates
50753,TpExchange,390,Affiliates
50757,PSTUMPHF,390,Affiliates
50762,mystanky,390,Affiliates
50763,bigbang2,390,Affiliates
50767,Sulla,390,Affiliates
50769,lkbryant,390,Affiliates
50675,dgenr8,390,Affiliates
1965,looksmart sl hotel,363,others
2088,fw collect,5,Findwhat
2124,goto content hg,2,Yahoo US
2112,ls airfare,8,Looksmart
2146,aol 2784,125,AOL Banners
2160,gotoc cruise,2,Yahoo US
2178,msn text mort ad,335,MSN Banners
2190,tv mortgage revshare,124,AP Banners
892,lyc baby,9,247 Real Media Banners
1026,ggshealth,6,Google US
1294,inkhealth,7,Inktomi US
50324,USSA,390,Affiliates
184,ggp sport,6,Google US
207,abcsearchXML,363,others
215,ink wireless,7,Inktomi US
1204,lsibb,8,Looksmart
1210,avld,3,Altavista
1224,ink cable,7,Inktomi US
1231,fast longdist,4,Fast
50143,malveo,390,Affiliates
1267,avtoys,3,Altavista
50342,suprafax,390,Affiliates
50565,toa172,390,Affiliates
50581,nsphere,390,Affiliates
50584,roticanai,390,Affiliates
1766,clearsearchxml,363,others
1816,inkrealtor,7,Inktomi US
50606,Shaman7,390,Affiliates
50612,zapper12,390,Affiliates
846,DirecTargetah,363,others
50664,alibaba,390,Affiliates
50671,RadiusMart.com,390,Affiliates
1955,3howards mort ad,127,Unclassified Banner Pubs
524,Mamma ROS,363,others
2117,email_topica_co-reg,363,others
2144,Classmates 2nd pop-unders,313,United Online Banners
2188,gg prod uk broad,132,Google UK
2401,fw hg calibex,5,Findwhat
2399,ggs hg calibex,6,Google US
2198,fox news mort_1.75,458,Foxnews Banners
27,Sprinks,363,others
44,looksmart,8,Looksmart
105,AV FSU,363,others
145,IC1,363,others
304,google free,410,Organic Search Google
487,gg mort exact,6,Google US
586,ggswebhosting,6,Google US
590,yahoo autoins broad,2,Yahoo US
687,fw hg,5,Findwhat
724,lsioprod,8,Looksmart
785,fw travel,5,Findwhat
793,avfin,363,others
844,inspmort,363,others
887,lyc bband,9,247 Real Media Banners
925,lsitravel,8,Looksmart
1025,ggssport,6,Google US
1291,ink nontech,7,Inktomi US
1324,callwave,363,others
50244,RamaSwamy,390,Affiliates
50282,ispanywhere,390,Affiliates
50321,evanscott1,390,Affiliates
50323,konon,390,Affiliates
213,ink bband,7,Inktomi US
1209,avwebhost,3,Altavista
1264,avcloth,3,Altavista
1271,adoriginXML,363,others
1277,lsisport,8,Looksmart
50346,MSLUSA,390,Affiliates
1491,ggs car parts,6,Google US
50352,excelsior,390,Affiliates
50382,tpbolt,390,Affiliates
1544,lsd mortgage,8,Looksmart
1546,yahoo mortgage,21,Yahoo
50462,BIZOPENER,390,Affiliates
1605,avcarparts,3,Altavista
50463,www7e4com,390,Affiliates
50483,bclark,390,Affiliates
50486,jarservices,390,Affiliates
1646,inkmort leads,7,Inktomi US
1685,gotosport,2,Yahoo US
50524,dpage_190005,390,Affiliates
50529,launchsearch,390,Affiliates
50534,leehogan,390,Affiliates
1746,inkmortgage2,7,Inktomi US
50541,whitetag,390,Affiliates
50543,bedford,390,Affiliates
50548,sheiladechant,390,Affiliates
50553,kamuran,390,Affiliates
1755,adtegrity mort ad,127,Unclassified Banner Pubs
1764,ggsrealtor,6,Google US
1785,gotoicloth,2,Yahoo US
50569,jbanner,390,Affiliates
50570,UBU Computers,390,Affiliates
1745,epilotxml,363,others
1823,aj pi realtor,11,AJPI
1845,av hotel,3,Altavista
1874,yahoo cars,363,others
50610,bloofusion,390,Affiliates
1889,inkcollect,7,Inktomi US
1895,ggsi cruise,6,Google US
1909,fw airfare,5,Findwhat
50668,mikeharms,390,Affiliates
50670,riskylee,390,Affiliates
1950,lsd cloth,8,Looksmart
1992,max autoins ad,363,others
50685,elandekel,390,Affiliates
50690,GetFeetWet,390,Affiliates
50693,Ameridollars,390,Affiliates
50697,sheilade_349759,390,Affiliates
50702,POS Wholesale,390,Affiliates
50705,thepondsource,390,Affiliates
50707,hostpc,390,Affiliates
50709,davidcomputer,390,Affiliates
2010,lsi lifeins,8,Looksmart
2017,fastbooks,4,Fast
50712,jksales,390,Affiliates
50714,ey361612,390,Affiliates
50719,mygo1,390,Affiliates
50724,dimensionmortg,390,Affiliates
50726,farsout,390,Affiliates
2051,agreet mort ad,436,AmericanGreetings Banners
50747,localcolor,390,Affiliates
50749,boningroup,390,Affiliates
50754,jukeboxa,390,Affiliates
50759,kazazz,390,Affiliates
50761,sugaru2,390,Affiliates
2074,lyc carparts2,9,247 Real Media Banners
2045,ggs car parts2,6,Google US
2121,goto content carparts2,2,Yahoo US
2106,lssellermktg,8,Looksmart
2113,ls cars,8,Looksmart
2116,ls mortgage,8,Looksmart
2143,Pplus mort ad,335,MSN Banners
2174,hotmail mort ad,335,MSN Banners
2184,att autoins text ad,363,others
2195,ggsi tech,6,Google US
927,lsitele,8,Looksmart
50162,lilibeth Bagarinao,390,Affiliates
50622,xboxkaos,390,Affiliates
1991,max mort ad,81,AskJeeves Banners
2114,ls autoins,8,Looksmart
2191,tv mortgage liveops,252,TV
2455,ggs hotel calibex,6,Google US
2468,ggsi ed2,6,Google US
2526,ggs holiday,6,Google US
2461,gotoi cloth calibex,2,Yahoo US
2326,tv mort gh,252,TV
2507,washington times mort,521,Washington Times Banners
2537,yahoo edu ronstd,2,Yahoo US
2502,gotoi hotels uk,131,Yahoo UK
2549,comcast home2 mort ad,447,Comcast Banners
2395,cbs news mort ROS,363,others
897,lyc hg,9,247 Real Media Banners
1786,gotoibaby,2,Yahoo US
2635,ggsi holiday,6,Google US
2654,ggs nontech calibex,6,Google US
384,findwhat calibex,5,Findwhat
2532,ggs test1,6,Google US
690,ggscloth,6,Google US
2046,ggsi car parts2,6,Google US
2715,ggs mort calibex,6,Google US
2717,ggsic mort calibex,6,Google US
2710,ggs flowers uk,132,Google UK
2711,ggsi flowers uk,132,Google UK
2254,gg aa calibex,6,Google US
2721,ggsi jewelry uk,132,Google UK
2755,gotoi seller mktg,2,Yahoo US
84,kanoodle,1,IndustryBrains
21,ink tech,7,Inktomi US
2421,fw nontech calibex,5,Findwhat
2064,fast h&amp;g,4,Fast
885,lyc autoins,9,247 Real Media Banners
364,goto bmv,2,Yahoo US
1994,lyc airfare,9,247 Real Media Banners
1951,lsd nontech,8,Looksmart
2205,gotohg uk,131,Yahoo UK
2130,goto content IT,2,Yahoo US
2157,gotoc airfare,2,Yahoo US
1001,ggs cars,6,Google US
2094,goto collect2,2,Yahoo US
2166,gotoi carparts2,2,Yahoo US
2193,ls it calibex,8,Looksmart
1864,goto usedcars,2,Yahoo US
229,lyc health,9,247 Real Media Banners
1504,aj pi mortgage,11,AJPI
2076,ggs seller mktg,6,Google US
2536,gotoi ed2,2,Yahoo US
2774,weather recreation mort ad,522,Weather.com Banners
2771,weather events mort ad,522,Weather.com Banners
2778,weather citypage mort ad,522,Weather.com Banners
2470,fw ed2,5,Findwhat
2538,gotoc ed2,2,Yahoo US
2857,ggi mortgage,6,Google US
31,looksmart skyscraper,363,others
124,msn 468x60,363,others
244,lycos adbuyer,9,247 Real Media Banners
606,gotowebhosting,2,Yahoo US
625,lsimortgage,8,Looksmart
745,inkothertest,7,Inktomi US
786,yahoo cars broad,2,Yahoo US
905,avtravel,3,Altavista
1285,solutions180,363,others
50181,forthofer,390,Affiliates
1424,ggpnp autoins,6,Google US
50064,Michael_193791,390,Affiliates
50102,nashuapaul,390,Affiliates
50121,aximsite,390,Affiliates
1265,avhg,3,Altavista
1484,ggsi used car,6,Google US
1545,yahoo autoins,84,Yahoo Banners
1626,ggsi travel,6,Google US
1664,fast mortleads,4,Fast
1748,mygeekxml,363,others
1757,searchfeedxml,363,others
1768,ggscollect,6,Google US
1819,lsirealtor,8,Looksmart
1907,smartpages mort ad,363,others
1963,stamford mort ad,127,Unclassified Banner Pubs
1997,gator autoins ad,83,Gator Banners
2007,fw lifeins,5,Findwhat
2016,avbooks,3,Altavista
2025,fastvideos,4,Fast
2055,lsicollect,8,Looksmart
2058,tmp mort ad,507,Traffic Marketplace Banners
2079,inkfood,7,Inktomi US
2122,goto content collect2,2,Yahoo US
2107,ls cloth,8,Looksmart
2134,fw collect2,5,Findwhat
2163,gotoc rentalcar,2,Yahoo US
2189,classmates pre,313,United Online Banners
1290,ink hg,7,Inktomi US
1888,severe mort ad,127,Unclassified Banner Pubs
1952,sfgate mort ad,127,Unclassified Banner Pubs
2120,goto content bmv,2,Yahoo US
2141,excite text mort ad,81,AskJeeves Banners
2194,ggs,6,Google US
1866,bankrate mort ad,438,Bankrate Banners
2218,ggs education,6,Google US
204,looksmart banner,363,others
485,ggpmortgage,1,IndustryBrains
564,ink mort,7,Inktomi US
684,yahoo nontech broad,2,Yahoo US
928,lsiservices,8,Looksmart
1293,inksport,7,Inktomi US
1230,fast cable,4,Fast
1464,aj pi,11,AJPI
1586,ggsmortgageleads,6,Google US
1625,ggsflower,6,Google US
1872,lyc usedcar,9,247 Real Media Banners
1953,hotels mort ad,127,Unclassified Banner Pubs
2002,fast hotel,4,Fast
2022,inkmusic,7,Inktomi US
2056,avair,3,Altavista
2072,ink non tech,7,Inktomi US
2084,yahoo re mort ad,84,Yahoo Banners
2096,ggsi collect2,6,Google US
2181,ggs rentalcar,6,Google US
1284,lsdautoins,8,Looksmart
1961,orlando mort ad,127,Unclassified Banner Pubs
2182,ggsi rentalcar,6,Google US
1647,yahoo tech calibex broad,2,Yahoo US
2214,gotoc realtor,2,Yahoo US
486,yahoo mort broad,2,Yahoo US
2636,goto holiday,2,Yahoo US
2398,yahoo hg calibex broad,2,Yahoo US
2424,yahoo nontech calibex broad,2,Yahoo US
644,gotomagazine,2,Yahoo US
167,ink cars,7,Inktomi US
1272,lsicloth,8,Looksmart
1276,lsitoys,8,Looksmart
2775,weather travel mort ad,522,Weather.com Banners
1946,ap mort ad,124,AP Banners
2894,ggi hotel,6,Google US
1,yahoo tech broad,2,Yahoo US
1244,ggsi hg,6,Google US
2938,when edu,527,Whenu Banners
2095,ggs collect2,6,Google US
2403,ggs cloth calibex,6,Google US
2241,whenu mortgage,527,Whenu Banners
169,ink hotel,7,Inktomi US
2982,iwon mail mort,81,AskJeeves Banners
2389,gotoi uk,131,Yahoo UK
50681,MorrisBoner,390,Affiliates
1289,ink cloth,7,Inktomi US
3074,weatherbug text,523,Weatherbug Banners
3179,ggi tech 2,6,Google US
2077,ggsi seller mktg,6,Google US
2758,gotoc seller mktg,2,Yahoo US
2158,gotoi airfare,2,Yahoo US
1908,gator un mort ad,83,Gator Banners
3189,goto default,2,Yahoo US
3196,weather ros mort ad,522,Weather.com Banners
1624,msn mortgage ad,335,MSN Banners
3227,gotoi nontech uk,131,Yahoo UK
3157,aol mail inbox incr mort ad,125,AOL Banners
3278,gg pshopping,6,Google US
3279,gg pshopping prices,6,Google US
2448,Accuweather travel dest ad,432,Accuweather Banners
2974,CNNMoney PerFin News Module,125,AOL Banners
3129,IBS Network edu,461,IBS Network Banners
2272,IntOnly mort ad,127,Unclassified Banner Pubs
3181,abc ntvs,127,Unclassified Banner Pubs
2287,accuw details local 11-15 text,432,Accuweather Banners
2289,accuw radar menu text,432,Accuweather Banners
2293,accuweather 234x60,432,Accuweather Banners
2296,accuweather education ad,432,Accuweather Banners
2286,accuweather local 11-15text,432,Accuweather Banners
2609,accuweather mort storm,432,Accuweather Banners
2295,accuweather travel ad,432,Accuweather Banners
2435,advertising cpc mort ad,292,Advertising.com Banners
2585,agreet travel dest ad,436,AmericanGreetings Banners
1891,anywho mort ad,127,Unclassified Banner Pubs
2270,aol 2894,125,AOL Banners
2278,aol 2894 ads net,125,AOL Banners
3214,aol comm comm comm mail mort ad,125,AOL Banners
3095,aol entertainment box office mort ad,125,AOL Banners
3204,aol families supplementary mort ad,125,AOL Banners
3202,aol golf mort ad,125,AOL Banners
3200,aol instant messenger mort ad,125,AOL Banners
3258,aol lss mens mort ad,125,AOL Banners
3093,aol lss weather module mort ad,125,AOL Banners
3025,aol mail inbox travel dest ad,125,AOL Banners
2844,aol module mort ad,125,AOL Banners
3239,aol personal finance quotes edu,125,AOL Banners
3285,aol pro football travel special ad,125,AOL Banners
3080,aol top news article he ad,125,AOL Banners
3079,aol top news edu,125,AOL Banners
2299,aol travel ad,125,AOL Banners
2831,aol webmail mort ad,125,AOL Banners
2803,aol ws 2 mort ad,125,AOL Banners
3241,aol.com STV ccc mail edu,125,AOL Banners
3232,aol.com STV ccc mail travel special ad,125,AOL Banners
2302,ap travel ad,124,AP Banners
1966,arbiter mort ad,125,AOL Banners
2318,att edu ad,437,ATT Banners
1814,att mort ad,437,ATT Banners
2570,att product ad,437,ATT Banners
2523,att travel dest ad,437,ATT Banners
1270,avhealth,127,Unclassified Banner Pubs
2320,black planet mort ad,448,Community Connect Banners
2897,boston HE,478,NY Times Banners
2799,boston mort,478,NY Times Banners
2796,casalemedia mort,442,CasalMedia Banners
2582,cbs home product ad,127,Unclassified Banner Pubs
2567,cheaptickets product ad,509,Travelport Banners
2061,chicago mort ad,127,Unclassified Banner Pubs
2841,claria BL non,83,Gator Banners
2310,classm educ pb bonus,313,United Online Banners
2313,classmates 2pu education,313,United Online Banners
2555,classmates adnav4 text,313,United Online Banners
2966,classmates bonus banr_sky he ad,313,United Online Banners
2307,classmates edu ad,313,United Online Banners
2282,classmates mort banners,313,United Online Banners
3103,cnn money he ad,125,AOL Banners
2984,cnnmoney.com - Personal Finance - Good Life,125,AOL Banners
3218,cnnmoney.com personal finance qp module mort ad,125,AOL Banners
3078,comcast edu,447,Comcast Banners
3097,comcast he ad,447,Comcast Banners
2952,comcast home he ad,447,Comcast Banners
2985,compuserve - Mail - In Box (6.0),125,AOL Banners
3216,compuserve comm comm comm mail mort ad,125,AOL Banners
3008,cox radio mort,449,Cox Banners
2818,cox text,449,Cox Banners
1958,crossbrand mort ad,127,Unclassified Banner Pubs
2883,dedicated mort,127,Unclassified Banner Pubs
2706,dig root TV guide,451,Digital Root Banners
2920,dig root adpepper,451,Digital Root Banners
2821,dig root drudge,451,Digital Root Banners
2644,dig root howstuff,451,Digital Root Banners
2645,dig root living,451,Digital Root Banners
2822,dig root seattle,451,Digital Root Banners
3113,earthlink RON he,61,Earthlink Banners
2801,earthlink error mort,61,Earthlink Banners
2583,earthlink finance mort,61,Earthlink Banners
2543,earthlink mortgage,61,Earthlink Banners
3211,ebay mort,84,Yahoo Banners
2998,email aptimus,127,Unclassified Banner Pubs
3034,email datran1,450,Datran (Email)
3044,email datran11,450,Datran (Email)
3046,email datran13,450,Datran (Email)
3049,email datran15,450,Datran (Email)
3054,email datran17,450,Datran (Email)
3053,email datran20,450,Datran (Email)
3036,email datran3,450,Datran (Email)
3038,email datran5,450,Datran (Email)
3040,email datran7,450,Datran (Email)
3042,email datran9,450,Datran (Email)
3014,email experian calibex,513,Unclassified (email)
3221,email maxmedia calibex,513,Unclassified (email)
3210,email msn bank&amp;bill,335,MSN Banners
3209,email msn home decor,335,MSN Banners
3234,email msn insure-finance,335,MSN Banners
3266,email msn mort loan,335,MSN Banners
3184,email xactmail,513,Unclassified (email)
2953,fox news he_1.51,458,Foxnews Banners
2848,fox payment ad,458,Foxnews Banners
1749,foxnews mort ad,458,Foxnews Banners
2314,foxnews pre educ 728x90,458,Foxnews Banners
2963,foxnews travel special ad,458,Foxnews Banners
2854,genealogy mort ad,127,Unclassified Banner Pubs
1964,greenwhich mort ad,127,Unclassified Banner Pubs
2407,home gain mort ad 2,127,Unclassified Banner Pubs
2409,home gain mort ad 4,127,Unclassified Banner Pubs
2805,homes mort ad,127,Unclassified Banner Pubs
2562,hotmail home equity,335,MSN Banners
2872,hotmail phone2,335,MSN Banners
2625,ibs Money,461,IBS Network Banners
2580,ibs RON,461,IBS Network Banners
2627,ibs San Diego,461,IBS Network Banners
2662,ibs homepg buyline,461,IBS Network Banners
2564,ibs product ad,461,IBS Network Banners
2298,intellicast educ ad,464,Intellicast Group Banners
2137,intellicast high mort ad,464,Intellicast Group Banners
3118,interest he ad,466,Interest.com Banners
3117,interest high he,466,Interest.com Banners
3029,journal interactive sports news bus textlink,467,Journal Interactive Banners
3022,lycos edu,9,247 Real Media Banners
3143,mcclatchy he,127,Unclassified Banner Pubs
3146,morris he,127,Unclassified Banner Pubs
2923,mort form phone,127,Unclassified Banner Pubs
2357,msn educ text,335,MSN Banners
3286,msn education 2,335,MSN Banners
2542,msn foxsports mort,335,MSN Banners
2463,msn mantle1 mort,335,MSN Banners
2765,msn mantle11 mort,335,MSN Banners
2767,msn mantle13 mort,335,MSN Banners
2465,msn mantle3 mort,335,MSN Banners
2759,msn mantle5 mort,335,MSN Banners
2761,msn mantle7 mort,335,MSN Banners
2763,msn mantle9 mort,335,MSN Banners
2416,msn sports mlb,335,MSN Banners
2453,msn travel dest,335,MSN Banners
2943,msnrem entertainment edu,335,MSN Banners
3076,msnrem entertainment2 edu,335,MSN Banners
3172,msnrem foxsport he,335,MSN Banners
2724,msnrem hotmail,335,MSN Banners
3099,msnrem hotmail he,335,MSN Banners
3085,msnrem maps,335,MSN Banners
2730,msnrem messenger,335,MSN Banners
3100,msnrem msnbc weather he,335,MSN Banners
3136,msnrem msnbcnews edu,335,MSN Banners
3194,msnrem msnbcnews local,335,MSN Banners
3195,msnrem msnbcnews tech,335,MSN Banners
2961,msnrem mymsn he ad,335,MSN Banners
2879,msnrem sport nba2,335,MSN Banners
2907,msnrem sports mort,335,MSN Banners
3137,msnrem usedautos edu,335,MSN Banners
2728,msnrem weather,335,MSN Banners
2964,msnrem weather he ad,335,MSN Banners
3175,msnrem yellowpages he,335,MSN Banners
